Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
172.217.24.3-192.168.88.131-80-33392-6,192.168.88.131,33392,172.217.24.3,80,6,03/10/2019 05:07:04 AM,28467,0,3,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,105.38518284329224,14233.5,19444.72937584887,27983.0,484.0,0,0,0,0,0,28467.0,14233.5,19444.72937584887,27983.0,484.0,0,0,0,0,0,60,0.0,105.38518284329224,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,0,-1,64239,0,0,0,0,0,0,0,0,0,0,No Label
172.217.24.3-192.168.88.131-80-33394-6,192.168.88.131,33394,172.217.24.3,80,6,03/10/2019 05:07:04 AM,29973,0,3,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,100.09008107296567,14986.5,19799.69698000452,28987.0,986.0,0,0,0,0,0,29973.0,14986.5,19799.69698000452,28987.0,986.0,0,0,0,0,0,60,0.0,100.09008107296567,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,0,-1,64239,0,0,0,0,0,0,0,0,0,0,No Label
172.217.24.3-192.168.88.131-80-33356-6,192.168.88.131,33356,172.217.24.3,80,6,03/10/2019 05:07:04 AM,28840,0,3,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,104.02219140083217,14420.0,19625.04160505144,28297.0,543.0,0,0,0,0,0,28840.0,14420.0,19625.04160505144,28297.0,543.0,0,0,0,0,0,60,0.0,104.02219140083217,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,0,-1,64239,0,0,0,0,0,0,0,0,0,0,No Label
192.168.88.131-61.71.97.186-47080-443-6,192.168.88.131,47080,61.71.97.186,443,6,03/10/2019 05:07:06 AM,573,1,1,0.0,31.0,0.0,0.0,0.0,0.0,31.0,31.0,31.0,0.0,54101.22164048865,3490.4013961605583,573.0,0.0,573.0,573.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20,20,1745.2006980802792,1745.2006980802792,0.0,31.0,20.666666666666664,17.8978583448784,320.33333333333337,0,0,0,1,1,0,0,0,1.0,31.0,0.0,31.0,0,0,0,0,0,0,1,0,1,31,-1,49640,0,0,0,0,0,0,0,0,0,0,No Label
192.168.88.131-117.18.237.29-33460-80-6,192.168.88.131,33460,117.18.237.29,80,6,03/10/2019 05:07:05 AM,628,0,2,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3184.7133757961783,628.0,0.0,628.0,628.0,0,0,0,0,0,628.0,628.0,0.0,628.0,628.0,0,0,0,0,0,40,0.0,3184.7133757961783,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,64240,0,0,0,0,0,0,0,0,0,0,No Label
172.217.160.99-192.168.88.131-443-43458-6,192.168.88.131,43458,172.217.160.99,443,6,03/10/2019 05:07:06 AM,16975,1,3,0.0,92.0,0.0,0.0,0.0,0.0,46.0,0.0,30.666666666666668,26.558112382722786,5419.734904270987,235.64064801178202,5658.333333333334,8730.979803741006,15740.0,615.0,0,0,0,0,0,16360.0,8180.0,10691.4545315406,15740.0,620.0,0,1,0,0,20,60,58.910162002945505,176.73048600883652,0.0,46.0,27.6,25.195237645237643,634.8000000000001,0,0,0,1,1,0,0,0,3.0,34.5,0.0,30.666666666666668,0,0,0,0,0,0,1,0,3,92,-1,64240,0,0,0,0,0,0,0,0,0,0,No Label
192.168.88.131-52.35.107.108-46340-443-6,192.168.88.131,46340,52.35.107.108,443,6,03/10/2019 05:07:07 AM,579,0,2,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3454.231433506045,579.0,0.0,579.0,579.0,0,0,0,0,0,579.0,579.0,0.0,579.0,579.0,0,0,0,0,0,40,0.0,3454.231433506045,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,64240,0,0,0,0,0,0,0,0,0,0,No Label
192.168.88.131-35.164.114.45-60672-443-6,192.168.88.131,60672,35.164.114.45,443,6,03/10/2019 05:07:04 AM,384,0,2,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5208.333333333333,384.0,0.0,384.0,384.0,0,0,0,0,0,384.0,384.0,0.0,384.0,384.0,0,0,0,0,0,40,0.0,5208.333333333333,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,64240,0,0,0,0,0,0,0,0,0,0,No Label
192.168.88.131-35.164.114.45-60674-443-6,192.168.88.131,60674,35.164.114.45,443,6,03/10/2019 05:07:03 AM,631,0,2,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3169.5721077654516,631.0,0.0,631.0,631.0,0,0,0,0,0,631.0,631.0,0.0,631.0,631.0,0,0,0,0,0,40,0.0,3169.5721077654516,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,64240,0,0,0,0,0,0,0,0,0,0,No Label
192.168.88.131-103.231.98.196-56630-443-6,192.168.88.131,56630,103.231.98.196,443,6,03/10/2019 05:07:06 AM,1004980,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.98513403251806,502490.0,709902.6813993591,1004467.0,513.0,0,0,0,0,0,1004980.0,1004980.0,0.0,1004980.0,1004980.0,0,0,0,0,20,40,0.99504467750602,1.99008935501204,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,2.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,2,0,-1,64240,0,0,0,0,0,0,0,0,0,0,No Label
