Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
172.217.160.67-192.168.88.131-443-53722-6,192.168.88.131,53722,172.217.160.67,443,6,03/10/2019 05:06:52 AM,25539,1,3,0.0,92.0,0.0,0.0,0.0,0.0,46.0,0.0,30.666666666666668,26.558112382722786,3602.3336857355416,156.62320372763224,8513.0,12539.585798582026,22965.0,515.0,0,0,0,0,0,25024.0,12512.0,14782.774367485963,22965.0,2059.0,0,1,0,0,20,60,39.15580093190806,117.46740279572418,0.0,46.0,27.6,25.195237645237643,634.8000000000001,0,0,0,1,1,0,0,0,3.0,34.5,0.0,30.666666666666668,0,0,0,0,0,0,1,0,3,92,-1,64240,0,0,0,0,0,0,0,0,0,0,No Label
192.168.88.131-216.58.200.46-38606-443-6,192.168.88.131,38606,216.58.200.46,443,6,03/10/2019 05:06:52 AM,16125,1,3,0.0,92.0,0.0,0.0,0.0,0.0,46.0,0.0,30.666666666666668,26.558112382722786,5705.426356589147,248.06201550387595,5375.0,6905.565002228275,13281.0,523.0,0,0,0,0,0,15602.0,7801.0,7749.890321804561,13281.0,2321.0,0,1,0,0,20,60,62.01550387596899,186.04651162790697,0.0,46.0,27.6,25.195237645237643,634.8000000000001,0,0,0,1,1,0,0,0,3.0,34.5,0.0,30.666666666666668,0,0,0,0,0,0,1,0,3,92,-1,64240,0,0,0,0,0,0,0,0,0,0,No Label
192.168.88.131-103.231.98.196-56630-443-6,192.168.88.131,56630,103.231.98.196,443,6,03/10/2019 05:06:48 AM,474,0,2,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4219.409282700422,474.0,0.0,474.0,474.0,0,0,0,0,0,474.0,474.0,0.0,474.0,474.0,0,0,0,0,0,40,0.0,4219.409282700422,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,64240,0,0,0,0,0,0,0,0,0,0,No Label
172.217.24.3-192.168.88.131-80-33392-6,192.168.88.131,33392,172.217.24.3,80,6,03/10/2019 05:06:49 AM,541,0,2,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3696.857670979667,541.0,0.0,541.0,541.0,0,0,0,0,0,541.0,541.0,0.0,541.0,541.0,0,0,0,0,0,40,0.0,3696.857670979667,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,64240,0,0,0,0,0,0,0,0,0,0,No Label
192.168.88.131-216.58.200.226-50890-443-6,192.168.88.131,50890,216.58.200.226,443,6,03/10/2019 05:06:52 AM,190068,6,8,46.0,1468.0,46.0,0.0,7.666666666666667,18.7794213613377,624.0,0.0,183.5,219.86749256248473,7965.5702169749775,73.65784876991393,14620.615384615383,51290.494607575616,185321.0,106.0,2144.0,428.8,282.87046505423643,926.0,239.0,190068.0,27152.571428571428,69749.56788123527,185321.0,221.0,0,1,0,0,120,160,31.567649472820257,42.090199297093676,0.0,624.0,115.60000000000002,180.83844407963386,32702.54285714286,0,0,0,1,1,0,0,0,1.0,123.85714285714286,7.666666666666667,183.5,0,0,0,0,0,0,6,46,8,1468,-1,64240,1,0,0,0,0,0,0,0,0,0,No Label
192.168.88.131-216.58.200.42-41830-443-6,192.168.88.131,41830,216.58.200.42,443,6,03/10/2019 05:06:51 AM,27318,5,7,46.0,1084.0,46.0,0.0,9.2,20.571825392998065,721.0,0.0,154.85714285714286,257.3159073793849,41364.6679844791,439.2708104546453,2483.454545454546,7104.653888313438,23887.0,92.0,1627.0,406.75,322.09975162983284,883.0,201.0,27318.0,4553.0,9484.737213017554,23887.0,200.0,0,1,0,0,100,140,183.02950435610222,256.2413060985431,0.0,721.0,100.53846153846153,197.3100839561152,38931.26923076923,0,0,0,1,1,0,0,0,1.0,108.91666666666667,9.2,154.85714285714286,0,0,0,0,0,0,5,46,7,1084,-1,64240,1,0,0,0,0,0,0,0,0,0,No Label
192.168.88.131-210.176.156.55-43878-443-6,192.168.88.131,43878,210.176.156.55,443,6,03/10/2019 05:06:48 AM,383,0,2,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5221.9321148825065,383.0,0.0,383.0,383.0,0,0,0,0,0,383.0,383.0,0.0,383.0,383.0,0,0,0,0,0,40,0.0,5221.9321148825065,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,64240,0,0,0,0,0,0,0,0,0,0,No Label
192.168.88.131-216.58.200.36-40518-443-6,192.168.88.131,40518,216.58.200.36,443,6,03/10/2019 05:06:49 AM,1793598,99,173,4051.0,169013.0,617.0,0.0,40.919191919191924,108.08053278313943,1430.0,0.0,976.9537572254333,626.3515323164937,96489.84889590644,151.65048132301663,6618.442804428048,39280.37918260367,588417.0,55.0,1691518.0,17260.38775510204,63558.36679057452,589038.0,181.0,1793598.0,10427.895348837199,49201.12536261796,588899.0,74.0,0,1,0,0,1980,3460,55.19631489330385,96.45416642971279,0.0,1430.0,634.9926739926739,674.9522204912965,455560.4999461318,0,0,0,1,1,0,0,0,1.0,637.3272058823529,40.91919191919192,976.9537572254335,0,0,0,0,0,0,99,4051,173,169013,-1,64240,25,0,0,0,0,0,0,0,0,0,No Label
172.217.24.3-192.168.88.131-80-33356-6,192.168.88.131,33356,172.217.24.3,80,6,03/10/2019 05:06:49 AM,506,0,2,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3952.569169960474,506.0,0.0,506.0,506.0,0,0,0,0,0,506.0,506.0,0.0,506.0,506.0,0,0,0,0,0,40,0.0,3952.569169960474,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,64240,0,0,0,0,0,0,0,0,0,0,No Label
172.217.24.3-192.168.88.131-80-33398-6,192.168.88.131,33398,172.217.24.3,80,6,03/10/2019 05:06:51 AM,748,0,2,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2673.7967914438505,748.0,0.0,748.0,748.0,0,0,0,0,0,748.0,748.0,0.0,748.0,748.0,0,0,0,0,0,40,0.0,2673.7967914438505,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,64240,0,0,0,0,0,0,0,0,0,0,No Label
172.217.24.3-192.168.88.131-80-33394-6,192.168.88.131,33394,172.217.24.3,80,6,03/10/2019 05:06:49 AM,244,0,2,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,8196.72131147541,244.0,0.0,244.0,244.0,0,0,0,0,0,244.0,244.0,0.0,244.0,244.0,0,0,0,0,0,40,0.0,8196.72131147541,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,64240,0,0,0,0,0,0,0,0,0,0,No Label
192.168.88.131-117.18.237.29-33488-80-6,192.168.88.131,33488,117.18.237.29,80,6,03/10/2019 05:06:51 AM,54236,1,3,0.0,1219.0,0.0,0.0,0.0,0.0,788.0,0.0,406.33333333333337,394.57867825483595,22475.84630134966,73.7517516041006,18078.666666666664,30917.429070563634,53779.0,183.0,0,0,0,0,0,54053.0,27026.5,37833.74832738622,53779.0,274.0,0,1,0,0,20,60,18.43793790102515,55.313813703075446,0.0,788.0,330.0,334.6513110687003,111991.5,0,0,0,1,1,0,0,0,3.0,412.5,0.0,406.3333333333333,0,0,0,0,0,0,1,0,3,1219,-1,64240,0,0,0,0,0,0,0,0,0,0,No Label
192.168.88.131-216.58.200.226-50892-443-6,192.168.88.131,50892,216.58.200.226,443,6,03/10/2019 05:06:52 AM,43197,5,7,46.0,795.0,46.0,0.0,9.2,20.571825392998065,325.0,0.0,113.57142857142857,118.57607564043312,19468.94460263444,277.79706924091954,3927.0,9330.234391482349,31453.0,99.0,7448.0,1862.0,2934.3700062080334,6255.0,226.0,43197.0,7199.5,12430.998459496324,31453.0,258.0,0,1,0,0,100,140,115.74877885038313,162.04829039053638,0.0,325.0,76.3076923076923,101.60002018978197,10322.564102564103,0,0,0,1,1,0,0,0,1.0,82.66666666666667,9.2,113.57142857142857,0,0,0,0,0,0,5,46,7,795,-1,64240,1,0,0,0,0,0,0,0,0,0,No Label
172.217.24.14-192.168.88.131-443-58672-6,192.168.88.131,58672,172.217.24.14,443,6,03/10/2019 05:06:52 AM,25480,4,6,46.0,1243.0,46.0,0.0,11.5,23.0,494.0,0.0,207.16666666666666,227.53497899590442,50588.697017268445,392.4646781789639,2831.1111111111113,7250.881005857916,22146.0,120.0,1697.0,565.6666666666667,504.1203559997685,1147.0,249.0,25480.0,5096.0,9549.642375502865,22146.0,258.0,0,1,0,0,80,120,156.98587127158555,235.47880690737836,0.0,494.0,158.9090909090909,212.460092509372,45139.29090909091,0,0,0,1,1,0,0,0,1.0,174.8,11.5,207.16666666666666,0,0,0,0,0,0,4,46,6,1243,-1,64240,1,0,0,0,0,0,0,0,0,0,No Label
192.168.88.131-61.71.97.186-47080-443-6,192.168.88.131,47080,61.71.97.186,443,6,03/10/2019 05:06:52 AM,452,0,2,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4424.778761061947,452.0,0.0,452.0,452.0,0,0,0,0,0,452.0,452.0,0.0,452.0,452.0,0,0,0,0,0,40,0.0,4424.778761061947,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,64240,0,0,0,0,0,0,0,0,0,0,No Label
