,Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
0,173.228.157.42-192.168.88.131-25-42672-6,173.228.157.42,25,192.168.88.131,42672,6,05/10/2019 05:44:04 AM,77,0,2,0.0,37.0,0,0,0,0,37.0,0.0,18.5,26.162950903902264,480519.4805194805,25974.02597402597,77.0,0.0,77.0,77.0,0,0,0,0,0,77.0,77.0,0.0,77.0,77.0,0,1,0,0,0,40,0.0,25974.02597402597,0.0,37.0,24.666666666666664,21.361959960016154,456.33333333333337,0,0,0,1,1,0,0,0,0.0,37.0,0.0,18.5,0,0,0,0,0,0,0,0,2,37,-1,0,0,0,0,0,0,0,0,0,0,0,flightsim
1,192.168.88.131-34.96.64.1-39200-443-6,192.168.88.131,39200,34.96.64.1,443,6,05/10/2019 06:16:26 AM,272966,2,6,46.0,1320.0,46.0,0.0,23.0,32.526911934581186,1119.0,0.0,220.0,441.7922588728779,5004.286248104159,29.30767934468029,38995.142857142855,102365.79837105193,271138.0,61.0,206.0,206.0,0.0,206.0,206.0,272966.0,54593.2,121052.61391105935,271138.0,61.0,0,1,0,0,40,120,7.326919836170073,21.980759508510214,0.0,1119.0,160.66666666666666,360.987188138305,130311.75,0,0,0,1,1,0,0,0,3.0,180.75,23.0,220.0,0,0,0,0,0,0,2,46,6,1320,-1,64240,1,0,0,0,0,0,0,0,0,0,flightsim
2,192.168.88.131-34.96.64.1-39200-443-6,192.168.88.131,39200,34.96.64.1,443,6,05/10/2019 06:16:31 AM,212438,3,7,46.0,2852.0,46.0,0.0,15.333333333333336,26.558112382722783,1430.0,0.0,407.4285714285714,632.679449416753,13641.627204172511,47.072557640346844,23604.222222222223,69302.76676615767,208408.0,75.0,2266.0,1133.0,1351.9881656286786,2089.0,177.0,212438.0,35406.333333333336,84754.81739622043,208408.0,75.0,0,1,0,0,60,140,14.121767292104051,32.95079034824278,0.0,1430.0,270.6363636363637,525.9618375371492,276635.8545454545,0,0,0,1,1,0,0,0,2.0,297.7,15.333333333333336,407.4285714285714,0,0,0,0,0,0,3,46,7,2852,-1,64240,1,0,0,0,0,0,0,0,0,0,flightsim
3,192.168.88.131-34.96.64.1-39200-443-6,192.168.88.131,39200,34.96.64.1,443,6,05/10/2019 06:16:58 AM,14580,0,3,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,205.761316872428,7290.0,10012.632021601514,14370.0,210.0,0,0,0,0,0,14580.0,7290.0,10012.632021601514,14370.0,210.0,0,0,0,0,0,60,0.0,205.761316872428,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,0,-1,64239,0,0,0,0,0,0,0,0,0,0,flightsim
4,192.168.88.131-34.96.64.1-39204-443-6,192.168.88.131,39204,34.96.64.1,443,6,05/10/2019 07:11:51 AM,14679,0,3,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,204.37359493153485,7339.5,9601.80298173213,14129.0,550.0,0,0,0,0,0,14679.0,7339.5,9601.80298173213,14129.0,550.0,0,0,0,0,0,60,0.0,204.37359493153485,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,0,-1,64239,0,0,0,0,0,0,0,0,0,0,flightsim
5,192.168.88.131-212.54.58.11-46947-25-6,212.54.58.11,25,192.168.88.131,46947,6,05/10/2019 08:55:19 AM,66,0,2,0.0,276.0,0,0,0,0,276.0,0.0,138.0,195.16147160748716,4181818.1818181816,30303.030303030297,66.0,0.0,66.0,66.0,0,0,0,0,0,66.0,66.0,0.0,66.0,66.0,0,1,0,0,0,40,0.0,30303.030303030297,0.0,276.0,184.0,159.34867429633672,25392.0,1,0,0,1,1,0,0,0,0.0,276.0,0.0,138.0,0,0,0,0,0,0,0,0,2,276,-1,0,0,0,0,0,0,0,0,0,0,0,flightsim
6,192.168.88.131-34.96.64.1-42732-443-6,192.168.88.131,42732,34.96.64.1,443,6,05/10/2019 08:55:35 AM,15992,0,3,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,187.59379689844926,7996.0,10798.934762280956,15632.0,360.0,0,0,0,0,0,15992.0,7996.0,10798.934762280956,15632.0,360.0,0,0,0,0,0,60,0.0,187.59379689844926,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,0,-1,64239,0,0,0,0,0,0,0,0,0,0,flightsim
7,192.168.88.131-34.96.64.1-36240-443-6,192.168.88.131,36240,34.96.64.1,443,6,05/10/2019 01:35:46 PM,14185,0,3,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,211.4910116320056,7092.5,9641.400961478575,13910.0,275.0,0,0,0,0,0,14185.0,7092.5,9641.400961478575,13910.0,275.0,0,0,0,0,0,60,0.0,211.4910116320056,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,0,-1,64239,0,0,0,0,0,0,0,0,0,0,flightsim
8,192.168.88.131-104.47.57.161-52246-25-6,104.47.57.161,25,192.168.88.131,52246,6,05/10/2019 02:13:47 PM,75,0,2,0.0,116.0,0,0,0,0,116.0,0.0,58.0,82.02438661763951,1546666.666666667,26666.66666666667,75.0,0.0,75.0,75.0,0,0,0,0,0,75.0,75.0,0.0,75.0,75.0,0,1,0,0,0,40,0.0,26666.66666666667,0.0,116.0,77.33333333333334,66.97263122599658,4485.333333333333,0,0,0,1,1,0,0,0,0.0,116.0,0.0,58.0,0,0,0,0,0,0,0,0,2,116,-1,0,0,0,0,0,0,0,0,0,0,0,flightsim
9,192.168.88.131-34.96.64.1-36268-443-6,192.168.88.131,36268,34.96.64.1,443,6,05/10/2019 02:14:05 PM,16254,0,3,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,184.5699520118125,8127.0,11111.475959565407,15984.0,270.0,0,0,0,0,0,16254.0,8127.0,11111.475959565407,15984.0,270.0,0,0,0,0,0,60,0.0,184.5699520118125,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,0,-1,64239,0,0,0,0,0,0,0,0,0,0,flightsim
10,141.239.151.46-192.168.88.131-5608-60462-6,141.239.151.46,5608,192.168.88.131,60462,6,05/10/2019 02:15:33 PM,69,0,2,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,28985.50724637681,69.0,0.0,69.0,69.0,0,0,0,0,0,69.0,69.0,0.0,69.0,69.0,0,1,0,0,0,40,0.0,28985.50724637681,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,29200,0,0,0,0,0,0,0,0,0,0,flightsim
11,185.3.161.12-192.168.88.131-25-59750-6,185.3.161.12,25,192.168.88.131,59750,6,05/10/2019 02:26:35 PM,195,1,2,0.0,35.0,0.0,0.0,0.0,0.0,35.0,0.0,17.5,24.748737341529164,179487.1794871795,15384.615384615383,97.5,47.37615433949868,131.0,64.0,0,0,0,0,0,131.0,131.0,0.0,131.0,131.0,0,1,0,0,20,40,5128.205128205128,10256.410256410256,0.0,35.0,17.5,20.207259421636905,408.33333333333326,0,0,0,1,1,0,0,0,2.0,23.33333333333333,0.0,17.5,0,0,0,0,0,0,1,0,2,35,-1,0,0,0,0,0,0,0,0,0,0,0,flightsim
12,192.168.88.131-216.58.200.35-59428-80-6,192.168.88.131,59428,216.58.200.35,80,6,03/10/2019 05:01:10 AM,176,0,2,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,11363.636363636364,176.0,0.0,176.0,176.0,0,0,0,0,0,176.0,176.0,0.0,176.0,176.0,0,0,0,0,0,40,0.0,11363.636363636364,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,64240,0,0,0,0,0,0,0,0,0,0,firefox
13,192.168.88.131-216.58.200.36-40328-443-6,192.168.88.131,40328,216.58.200.36,443,6,03/10/2019 05:01:14 AM,655772,6,11,349.0,1429.0,219.0,0.0,58.16666666666667,81.65394458730493,552.0,0.0,129.90909090909088,184.20990991011016,2711.308198581214,25.923644193408684,40985.750000000015,145155.91335089775,583612.0,13.0,655465.0,131093.0,253654.19204598214,583721.0,108.0,655772.0,65577.20000000001,182662.16981800649,583921.0,13.0,0,1,0,0,120,220,9.149521480026593,16.774122713382088,0.0,552.0,118.77777777777777,163.46669225601948,26721.359477124188,0,0,0,1,1,0,0,0,1.0,125.76470588235294,58.16666666666666,129.9090909090909,0,0,0,0,0,0,6,349,11,1429,-1,64240,4,0,0,0,0,0,0,0,0,0,firefox
14,192.168.88.131-23.226.62.190-36384-443-6,192.168.88.131,36384,23.226.62.190,443,6,03/10/2019 05:01:16 AM,585466,4,7,289.0,3135.0,251.0,0.0,72.25,120.50553237645704,1460.0,0.0,447.8571428571428,694.2550992662158,5848.332781066705,18.788452275623182,58546.6,171125.1855047773,544304.0,18.0,584282.0,194760.66666666663,303448.64038636483,544412.0,211.0,585466.0,97577.66666666666,219440.09390324887,544365.0,22.0,0,1,0,0,80,140,6.8321644638629735,11.956287811760205,0.0,1460.0,300.08333333333337,548.6468409283025,301013.356060606,0,0,0,1,1,0,0,0,1.0,327.3636363636364,72.25,447.8571428571428,0,0,0,0,0,0,4,289,7,3135,-1,64240,2,0,0,0,0,0,0,0,0,0,firefox
15,192.168.88.131-117.18.237.29-33190-80-6,117.18.237.29,80,192.168.88.131,33190,6,03/10/2019 05:01:16 AM,61,0,2,0.0,788.0,0.0,0.0,0.0,0.0,788.0,0.0,394.0,557.2001435749994,12918032.786885247,32786.885245901634,61.0,0.0,61.0,61.0,0.0,0.0,0.0,0.0,0.0,61.0,61.0,0.0,61.0,61.0,0,1,0,0,0,40,0.0,32786.885245901634,0.0,788.0,525.3333333333333,454.95201212142507,206981.3333333333,0,0,0,1,1,0,0,0,0.0,788.0,0.0,394.0,0,0,0,0,0,0,0,0,2,788,-1,30732,0,0,0,0,0,0,0,0,0,0,firefox
16,151.139.128.10-192.168.88.131-443-43226-6,151.139.128.10,443,192.168.88.131,43226,6,03/10/2019 05:01:17 AM,325224,11,11,4755.0,2103.0,1460.0,0.0,432.2727272727272,612.2770763157953,1460.0,0.0,191.1818181818182,432.3653127117896,21087.004649103383,67.64568420534769,15486.857142857141,46997.40939273751,158387.0,15.0,323780.0,32378.0,65599.04142084191,158387.0,107.0,325224.0,32522.4,66653.69542010072,159100.0,61.0,0,1,0,0,220,220,33.82284210267385,33.82284210267385,0.0,1460.0,361.6521739130434,572.0425610910473,327232.6916996048,0,0,0,1,1,0,0,0,1.0,378.09090909090907,432.27272727272725,191.1818181818182,0,0,0,0,0,0,11,4755,11,2103,-1,46720,7,0,0,0,0,0,0,0,0,0,firefox
17,192.168.88.131-216.58.200.35-59428-80-6,192.168.88.131,59428,216.58.200.35,80,6,03/10/2019 05:01:20 AM,173,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11560.693641618496,173.0,0.0,173.0,173.0,0.0,0.0,0.0,0.0,0.0,173.0,173.0,0.0,173.0,173.0,0,0,0,0,0,40,0.0,11560.693641618496,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,64240,0,0,0,0,0,0,0,0,0,0,firefox
18,192.168.88.131-216.58.200.35-59428-80-6,192.168.88.131,59428,216.58.200.35,80,6,03/10/2019 05:01:20 AM,173,0,2,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,11560.693641618496,173.0,0.0,173.0,173.0,0,0,0,0,0,173.0,173.0,0.0,173.0,173.0,0,0,0,0,0,40,0.0,11560.693641618496,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,64240,0,0,0,0,0,0,0,0,0,0,firefox
19,192.168.88.131-216.58.200.227-33576-443-6,192.168.88.131,33576,216.58.200.227,443,6,03/10/2019 05:01:24 AM,59106,1,3,0.0,92.0,0.0,0.0,0.0,0.0,46.0,0.0,30.66666666666667,26.558112382722783,1556.525564240517,67.67502453219639,19702.0,19842.05732780752,39939.0,280.0,0.0,0.0,0.0,0.0,0.0,19167.0,9583.5,13157.13587753809,18887.0,280.0,0,1,0,0,20,60,16.918756133049094,50.7562683991473,0.0,46.0,27.6,25.195237645237647,634.8000000000002,0,0,0,1,1,0,0,0,3.0,34.5,0.0,30.66666666666667,0,0,0,0,0,0,1,0,3,92,-1,64240,0,0,0,0,0,0,0,0,0,0,firefox
20,192.168.88.131-216.58.200.36-40328-443-6,192.168.88.131,40328,216.58.200.36,443,6,03/10/2019 05:01:22 AM,27268,3,6,84.0,613.0,46.0,0.0,28.0,24.576411454889016,358.0,0.0,102.16666666666666,146.58296854227868,25561.09725685785,330.0572099163855,3408.5,9207.526021064044,26195.0,62.0,26923.0,13461.5,18912.985076396588,26835.0,88.0,27268.0,5453.6,11596.490602764268,26195.0,62.0,0,1,0,0,60,120,110.0190699721285,220.038139944257,0.0,358.0,105.5,145.481002959913,21164.722222222223,0,0,0,1,1,0,0,0,2.0,117.22222222222223,28.0,102.16666666666669,0,0,0,0,0,0,3,84,6,613,-1,64240,2,0,0,0,0,0,0,0,0,0,firefox
21,192.168.88.131-216.58.200.35-37002-443-6,192.168.88.131,37002,216.58.200.35,443,6,03/10/2019 05:01:24 AM,58973,1,3,0.0,92.0,0.0,0.0,0.0,0.0,46.0,0.0,30.66666666666667,26.558112382722783,1560.0359486544694,67.82764994149865,19657.666666666664,20079.637679334093,40265.0,151.0,0.0,0.0,0.0,0.0,0.0,18708.0,9354.0,13015.007414519594,18557.0,151.0,0,1,0,0,20,60,16.956912485374662,50.87073745612399,0.0,46.0,27.6,25.195237645237647,634.8000000000002,0,0,0,1,1,0,0,0,3.0,34.5,0.0,30.66666666666667,0,0,0,0,0,0,1,0,3,92,-1,64240,0,0,0,0,0,0,0,0,0,0,firefox
22,172.217.160.97-192.168.88.131-443-44158-6,192.168.88.131,44158,172.217.160.97,443,6,03/10/2019 05:01:24 AM,58719,1,3,0.0,92.0,0.0,0.0,0.0,0.0,46.0,0.0,30.66666666666667,26.558112382722783,1566.7841754798276,68.12105110781859,19573.0,19640.47463784926,39391.0,115.0,0.0,0.0,0.0,0.0,0.0,19328.0,9664.0,13504.325307100684,19213.0,115.0,0,1,0,0,20,60,17.030262776954647,51.09078833086394,0.0,46.0,27.6,25.195237645237647,634.8000000000002,0,0,0,1,1,0,0,0,3.0,34.5,0.0,30.66666666666667,0,0,0,0,0,0,1,0,3,92,-1,64240,0,0,0,0,0,0,0,0,0,0,firefox
23,192.168.88.131-216.58.200.35-59428-80-6,192.168.88.131,59428,216.58.200.35,80,6,03/10/2019 05:01:20 AM,173,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11560.693641618496,173.0,0.0,173.0,173.0,0.0,0.0,0.0,0.0,0.0,173.0,173.0,0.0,173.0,173.0,0,0,0,0,0,40,0.0,11560.693641618496,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,64240,0,0,0,0,0,0,0,0,0,0,firefox
24,192.168.88.131-216.58.200.46-38422-443-6,192.168.88.131,38422,216.58.200.46,443,6,03/10/2019 05:01:25 AM,56985,1,3,0.0,92.0,0.0,0.0,0.0,0.0,46.0,0.0,30.66666666666667,26.558112382722783,1614.4599455997193,70.19391067824866,18995.0,20701.9683363684,41188.0,206.0,0.0,0.0,0.0,0.0,0.0,15797.0,7898.5,10878.837828555032,15591.0,206.0,0,1,0,0,20,60,17.548477669562164,52.6454330086865,0.0,46.0,27.6,25.195237645237647,634.8000000000002,0,0,0,1,1,0,0,0,3.0,34.5,0.0,30.66666666666667,0,0,0,0,0,0,1,0,3,92,-1,64240,0,0,0,0,0,0,0,0,0,0,firefox
25,172.217.160.98-192.168.88.131-443-34338-6,192.168.88.131,34338,172.217.160.98,443,6,03/10/2019 05:01:25 AM,62252,1,3,0.0,92.0,0.0,0.0,0.0,0.0,46.0,0.0,30.66666666666667,26.558112382722783,1477.8641650067468,64.2549636959455,20750.666666666664,20294.20607792612,40693.0,122.0,0.0,0.0,0.0,0.0,0.0,21559.0,10779.5,15071.98104099126,21437.0,122.0,0,1,0,0,20,60,16.063740923986376,48.19122277195913,0.0,46.0,27.6,25.195237645237647,634.8000000000002,0,0,0,1,1,0,0,0,3.0,34.5,0.0,30.66666666666667,0,0,0,0,0,0,1,0,3,92,-1,64240,0,0,0,0,0,0,0,0,0,0,firefox
26,192.168.88.131-216.58.200.227-33576-443-6,192.168.88.131,33576,216.58.200.227,443,6,03/10/2019 05:01:24 AM,59106,1,3,0.0,92.0,0.0,0.0,0.0,0.0,46.0,0.0,30.66666666666667,26.558112382722783,1556.525564240517,67.67502453219639,19702.0,19842.05732780752,39939.0,280.0,0.0,0.0,0.0,0.0,0.0,19167.0,9583.5,13157.13587753809,18887.0,280.0,0,1,0,0,20,60,16.918756133049094,50.7562683991473,0.0,46.0,27.6,25.195237645237647,634.8000000000002,0,0,0,1,1,0,0,0,3.0,34.5,0.0,30.66666666666667,0,0,0,0,0,0,1,0,3,92,-1,64240,0,0,0,0,0,0,0,0,0,0,firefox
27,192.168.88.131-216.58.200.36-40328-443-6,192.168.88.131,40328,216.58.200.36,443,6,03/10/2019 05:01:22 AM,27268,3,6,84.0,613.0,46.0,0.0,28.0,24.576411454889016,358.0,0.0,102.16666666666666,146.58296854227868,25561.09725685785,330.0572099163855,3408.5,9207.526021064044,26195.0,62.0,26923.0,13461.5,18912.985076396588,26835.0,88.0,27268.0,5453.6,11596.490602764268,26195.0,62.0,0,1,0,0,60,120,110.0190699721285,220.038139944257,0.0,358.0,105.5,145.481002959913,21164.722222222223,0,0,0,1,1,0,0,0,2.0,117.22222222222223,28.0,102.16666666666669,0,0,0,0,0,0,3,84,6,613,-1,64240,2,0,0,0,0,0,0,0,0,0,firefox
28,172.217.160.78-192.168.88.131-443-34838-6,192.168.88.131,34838,172.217.160.78,443,6,03/10/2019 05:01:25 AM,20939,1,3,0.0,92.0,0.0,0.0,0.0,0.0,46.0,0.0,30.66666666666667,26.558112382722783,4393.7150771288025,191.031090309948,6979.666666666666,11938.584938481334,20765.0,30.0,0.0,0.0,0.0,0.0,0.0,20909.0,10454.5,14581.248934847796,20765.0,144.0,0,1,0,0,20,60,47.75777257748699,143.27331773246098,0.0,46.0,27.6,25.195237645237647,634.8000000000002,0,0,0,1,1,0,0,0,3.0,34.5,0.0,30.66666666666667,0,0,0,0,0,0,1,0,3,92,-1,64240,0,0,0,0,0,0,0,0,0,0,firefox
29,192.168.88.131-216.58.200.35-37002-443-6,192.168.88.131,37002,216.58.200.35,443,6,03/10/2019 05:01:24 AM,58973,1,3,0.0,92.0,0.0,0.0,0.0,0.0,46.0,0.0,30.66666666666667,26.558112382722783,1560.0359486544694,67.82764994149865,19657.666666666664,20079.637679334093,40265.0,151.0,0.0,0.0,0.0,0.0,0.0,18708.0,9354.0,13015.007414519594,18557.0,151.0,0,1,0,0,20,60,16.956912485374662,50.87073745612399,0.0,46.0,27.6,25.195237645237647,634.8000000000002,0,0,0,1,1,0,0,0,3.0,34.5,0.0,30.66666666666667,0,0,0,0,0,0,1,0,3,92,-1,64240,0,0,0,0,0,0,0,0,0,0,firefox
30,172.217.160.97-192.168.88.131-443-44158-6,192.168.88.131,44158,172.217.160.97,443,6,03/10/2019 05:01:24 AM,58719,1,3,0.0,92.0,0.0,0.0,0.0,0.0,46.0,0.0,30.66666666666667,26.558112382722783,1566.7841754798276,68.12105110781859,19573.0,19640.47463784926,39391.0,115.0,0.0,0.0,0.0,0.0,0.0,19328.0,9664.0,13504.325307100684,19213.0,115.0,0,1,0,0,20,60,17.030262776954647,51.09078833086394,0.0,46.0,27.6,25.195237645237647,634.8000000000002,0,0,0,1,1,0,0,0,3.0,34.5,0.0,30.66666666666667,0,0,0,0,0,0,1,0,3,92,-1,64240,0,0,0,0,0,0,0,0,0,0,firefox
31,192.168.88.131-216.58.200.46-38422-443-6,192.168.88.131,38422,216.58.200.46,443,6,03/10/2019 05:01:25 AM,56985,1,3,0.0,92.0,0.0,0.0,0.0,0.0,46.0,0.0,30.66666666666667,26.558112382722783,1614.4599455997193,70.19391067824866,18995.0,20701.9683363684,41188.0,206.0,0,0,0,0,0,15797.0,7898.5,10878.837828555032,15591.0,206.0,0,1,0,0,20,60,17.548477669562164,52.6454330086865,0.0,46.0,27.6,25.195237645237647,634.8000000000002,0,0,0,1,1,0,0,0,3.0,34.5,0.0,30.66666666666667,0,0,0,0,0,0,1,0,3,92,-1,64240,0,0,0,0,0,0,0,0,0,0,firefox
32,172.217.160.98-192.168.88.131-443-34338-6,192.168.88.131,34338,172.217.160.98,443,6,03/10/2019 05:01:25 AM,62252,1,3,0.0,92.0,0.0,0.0,0.0,0.0,46.0,0.0,30.66666666666667,26.558112382722783,1477.8641650067468,64.2549636959455,20750.666666666664,20294.20607792612,40693.0,122.0,0,0,0,0,0,21559.0,10779.5,15071.98104099126,21437.0,122.0,0,1,0,0,20,60,16.063740923986376,48.19122277195913,0.0,46.0,27.6,25.195237645237647,634.8000000000002,0,0,0,1,1,0,0,0,3.0,34.5,0.0,30.66666666666667,0,0,0,0,0,0,1,0,3,92,-1,64240,0,0,0,0,0,0,0,0,0,0,firefox
33,172.217.27.130-192.168.88.131-443-59838-6,192.168.88.131,59838,172.217.27.130,443,6,03/10/2019 05:01:27 AM,56327,1,3,0.0,92.0,0.0,0.0,0.0,0.0,46.0,0.0,30.66666666666667,26.558112382722783,1633.3197223356474,71.01390097111509,18775.666666666664,20431.982535557658,40692.0,253.0,0,0,0,0,0,15635.0,7817.5,10697.818492571278,15382.0,253.0,0,1,0,0,20,60,17.753475242778773,53.26042572833632,0.0,46.0,27.6,25.195237645237647,634.8000000000002,0,0,0,1,1,0,0,0,3.0,34.5,0.0,30.66666666666667,0,0,0,0,0,0,1,0,3,92,-1,64240,0,0,0,0,0,0,0,0,0,0,firefox
34,192.168.88.131-117.18.237.29-33190-80-6,192.168.88.131,33190,117.18.237.29,80,6,03/10/2019 05:01:26 AM,1002159,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9935369537169247,501079.5,708364.7241502785,1001969.0,190.0,0,0,0,0,0,1002159.0,1002159.0,0.0,1002159.0,1002159.0,0,0,0,0,20,40,0.9978456512389752,1.99569130247795,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,2.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,2,0,-1,64240,0,0,0,0,0,0,0,0,0,0,firefox
35,172.217.160.78-192.168.88.131-443-34838-6,192.168.88.131,34838,172.217.160.78,443,6,03/10/2019 05:01:25 AM,20939,1,3,0.0,92.0,0.0,0.0,0.0,0.0,46.0,0.0,30.66666666666667,26.558112382722783,4393.7150771288025,191.031090309948,6979.666666666666,11938.584938481334,20765.0,30.0,0,0,0,0,0,20909.0,10454.5,14581.248934847796,20765.0,144.0,0,1,0,0,20,60,47.75777257748699,143.27331773246098,0.0,46.0,27.6,25.195237645237647,634.8000000000002,0,0,0,1,1,0,0,0,3.0,34.5,0.0,30.66666666666667,0,0,0,0,0,0,1,0,3,92,-1,64240,0,0,0,0,0,0,0,0,0,0,firefox
36,192.168.88.131-216.58.200.46-38422-443-6,192.168.88.131,38422,216.58.200.46,443,6,03/10/2019 05:01:25 AM,56985,1,3,0.0,92.0,0.0,0.0,0.0,0.0,46.0,0.0,30.66666666666667,26.558112382722783,1614.4599455997193,70.19391067824866,18995.0,20701.9683363684,41188.0,206.0,0,0,0,0,0,15797.0,7898.5,10878.837828555032,15591.0,206.0,0,1,0,0,20,60,17.548477669562164,52.6454330086865,0.0,46.0,27.6,25.195237645237647,634.8000000000002,0,0,0,1,1,0,0,0,3.0,34.5,0.0,30.66666666666667,0,0,0,0,0,0,1,0,3,92,-1,64240,0,0,0,0,0,0,0,0,0,0,firefox
37,172.217.160.98-192.168.88.131-443-34338-6,192.168.88.131,34338,172.217.160.98,443,6,03/10/2019 05:01:25 AM,62252,1,3,0.0,92.0,0.0,0.0,0.0,0.0,46.0,0.0,30.66666666666667,26.558112382722783,1477.8641650067468,64.2549636959455,20750.666666666664,20294.20607792612,40693.0,122.0,0,0,0,0,0,21559.0,10779.5,15071.98104099126,21437.0,122.0,0,1,0,0,20,60,16.063740923986376,48.19122277195913,0.0,46.0,27.6,25.195237645237647,634.8000000000002,0,0,0,1,1,0,0,0,3.0,34.5,0.0,30.66666666666667,0,0,0,0,0,0,1,0,3,92,-1,64240,0,0,0,0,0,0,0,0,0,0,firefox
38,172.217.27.130-192.168.88.131-443-59838-6,192.168.88.131,59838,172.217.27.130,443,6,03/10/2019 05:01:27 AM,56327,1,3,0.0,92.0,0.0,0.0,0.0,0.0,46.0,0.0,30.66666666666667,26.558112382722783,1633.3197223356474,71.01390097111509,18775.666666666664,20431.982535557658,40692.0,253.0,0,0,0,0,0,15635.0,7817.5,10697.818492571278,15382.0,253.0,0,1,0,0,20,60,17.753475242778773,53.26042572833632,0.0,46.0,27.6,25.195237645237647,634.8000000000002,0,0,0,1,1,0,0,0,3.0,34.5,0.0,30.66666666666667,0,0,0,0,0,0,1,0,3,92,-1,64240,0,0,0,0,0,0,0,0,0,0,firefox
